tweet_id,airline_sentiment_confidence,negativereason,negativereason_confidence,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,sentiment_result,airline
5.68e+17,0.3512,NaN,0,NaN,santiagopinzong,NaN,0,"@united we finally just arrive to Bogota, good but long flight!!",NaN,2/18/2015 20:15,Colombia,Central Time (US & Canada),neutral,United
5.68e+17,1,Lost Luggage,1,NaN,lu0ng,NaN,0,@united it's not there we tried. It's already here in cancun just no one has delivered it,NaN,2/18/2015 20:10,NaN,Alaska,negative,United
5.68e+17,1,Customer Service Issue,0.6526,NaN,Atrain_8,NaN,2,"@united what you did was illegal and a breach of contract. I will be in touch but not through your ""customer feedback""",NaN,2/18/2015 20:09,NaN,NaN,negative,United
5.68e+17,1,Customer Service Issue,0.6848,NaN,Belendelcanto,NaN,0,@united its not the way to treat your customers we had a lot of issues and it was not worth our headache we went thru,NaN,2/18/2015 20:05,Seattle,Hawaii,negative,United
5.68e+17,1,Customer Service Issue,1,NaN,Belendelcanto,NaN,0,@united yes we are in EWR and it was corrected but just the fact the it was beought up for us to share rooms is unexpactable,NaN,2/18/2015 20:04,Seattle,Hawaii,negative,United
5.68e+17,1,NaN,NaN,NaN,Austin_Dillman,NaN,0,@united Want to make my day? :) Friend is Premier &amp; I should be soon. Any chance you can upgrade our two 10 hr leg of flights to ecom plus?,NaN,2/18/2015 20:03,"San Francisco, CA",Quito,neutral,United
5.68e+17,1,Can't Tell,0.3444,NaN,MEGHANson,NaN,0,@united please review and fix your baggage procedures at Dulles because it happens every week when my sister travels there on your airline,NaN,2/18/2015 20:00,"Philadelphia, PA",Pacific Time (US & Canada),negative,United
5.68e+17,1,Customer Service Issue,1,NaN,themkhiggy,NaN,0,@united nothing else from you ^GJ? Where is your customer service?,NaN,2/18/2015 20:00,"Houston, TX",Central Time (US & Canada),negative,United
5.68e+17,0.6538,NaN,0,NaN,140JustinC,NaN,0,@united that's of course in lax,NaN,2/18/2015 19:59,Fredericton NB,Atlantic Time (Canada),neutral,United
5.68e+17,1,NaN,NaN,NaN,140JustinC,NaN,0,@united ok thanks! Where are you counters located? And how Late Flight are they open?,NaN,2/18/2015 19:54,Fredericton NB,Atlantic Time (Canada),neutral,United
5.68e+17,1,Can't Tell,0.3512,NaN,themkhiggy,NaN,0,"@united oh no, I'm rebooked, 7+ hours after my original arrival time. We can talk compensation.",NaN,2/18/2015 19:51,"Houston, TX",Central Time (US & Canada),negative,United
5.68e+17,1,Can't Tell,0.6726,NaN,Belendelcanto,NaN,0,@united my coworker that had the same conflict as me with the hotel issue trying to share posted on their facebook page and they erased it!!,NaN,2/18/2015 19:47,Seattle,Hawaii,negative,United
5.68e+17,1,Lost Luggage,1,NaN,lu0ng,NaN,0,"@united lost my parents luggage to cancun, said it would be delivered to hotel by 7PM, it is now almost 11PM",NaN,2/18/2015 19:41,NaN,Alaska,negative,United
5.68e+17,1,Bad Flight,0.6335,NaN,themkhiggy,NaN,0,@united then watched my connecting flight in DEN pull away from the gate only to pull into THE SAME gate. #SlapInTheFace,NaN,2/18/2015 19:37,"Houston, TX",Central Time (US & Canada),negative,United
5.68e+17,1,Bad Flight,0.6806,NaN,critic,NaN,0,"@united @christinebpc ...and on some versions of the 738, row 11 has no window at all. Go ahead, check. We'll wait.","[0.0, 0.0]",2/18/2015 19:37,"Princeton, NJ",Eastern Time (US & Canada),negative,United
5.68e+17,1,Flight Attendant Complaints,0.3459,NaN,themkhiggy,NaN,0,@United I'm pretty sure I've got shin splits from SPRINTING through IAH only to watch my plane pull away from the jet way...,NaN,2/18/2015 19:36,"Houston, TX",Central Time (US & Canada),negative,United
5.68e+17,1,Late Flight,1,NaN,Belendelcanto,NaN,0,@united well the income flight to dca to take us to ewr was delayed and it made us miss our connection to FLL so yes hotels were necessary,NaN,2/18/2015 19:36,Seattle,Hawaii,negative,United
5.68e+17,1,Cancelled Flight,1,NaN,_saranguyen,NaN,0,@united can you please stop Cancelled Flightling your flights? I am trying to get home to take two exams tomorrow. You've Cancelled Flightled 3 flights on me.,NaN,2/18/2015 19:27,"Columbia, MO",Central Time (US & Canada),negative,United
5.68e+17,1,Customer Service Issue,1,NaN,vina_love,NaN,0,@united &amp; I've been hung up on twice by your staff. So upset right now,NaN,2/18/2015 19:26,ny,Quito,negative,United
5.68e+17,1,NaN,NaN,NaN,Belendelcanto,NaN,0,@united DCA-EWR Flight #4372,NaN,2/18/2015 19:25,Seattle,Hawaii,neutral,United
5.68e+17,1,Lost Luggage,0.3608,NaN,laboyd99,NaN,0,"@united 2 hour flight from FLL to Ewr, 1242, now waiting 1 hour plus for bags, no sign yet. What gives????",NaN,2/18/2015 19:25,NaN,NaN,negative,United
5.68e+17,1,Customer Service Issue,0.6292,NaN,simplyweber,NaN,1,@united was such a better airline when you were Continental. $75 service fee + $75 Flight Booking Problems fee + $25 talk to a human fee: FU!!!,NaN,2/18/2015 19:23,"East Hanover, NJ",Eastern Time (US & Canada),negative,United
5.68e+17,0.6889,NaN,0,NaN,140JustinC,NaN,0,@united any chance you could look into my problem from earlier?,NaN,2/18/2015 19:23,Fredericton NB,Atlantic Time (Canada),neutral,United
5.68e+17,1,Lost Luggage,1,NaN,vina_love,NaN,0,@united this is despicable I spoke to  many diff people &amp; everyone is telling me something different I have a claim no. I need my bag now,NaN,2/18/2015 19:22,ny,Quito,negative,United
5.68e+17,1,Bad Flight,0.7124,NaN,jjpd5,NaN,0,@united how come the crew traveling on the flight gets a better seat and I get stuck checking my bag and the crews bag got on the flight.,NaN,2/18/2015 19:21,NaN,NaN,negative,United
5.68e+17,0.6899,Can't Tell,0.3798,NaN,caitieamanda,NaN,0,"@united Funny thing happened, we arrived on our flight from Denver at the same gate we are currently scheduled to depart for Sydney at! LOL!",NaN,2/18/2015 19:19,"Brisbane, Australiaaa!",Brisbane,negative,United
5.68e+17,0.6559,NaN,NaN,NaN,caitieamanda,NaN,0,@united I forgot that Intl flights out of LAX don't go from Intl Terminal! Easiest re-check in ever! woo!,NaN,2/18/2015 19:18,"Brisbane, Australiaaa!",Brisbane,positive,United
5.68e+17,1,NaN,NaN,NaN,MarshBrentnall,NaN,0,@united can you please tell me where United flies to from Sydney Australia - pref Asia Pac or US as I have a voucher to redeem.,"[0.0, 0.0]",2/18/2015 19:18,"Rozelle, NSW",Sydney,neutral,United
5.68e+17,1,Bad Flight,0.3365,NaN,Atrain_8,NaN,3,"@united you can't claim ""weather"" with your hardworking crew pulling seats out of a plane! Do the right thing. But we both know you won't",NaN,2/18/2015 19:10,NaN,NaN,negative,United
5.68e+17,1,Can't Tell,0.6458,NaN,Atrain_8,NaN,3,"@united you're missin the point! There was no ""weather"". You're lying! Seats was broken. But u claim ""weather"" to get out of hotels. Classy",NaN,2/18/2015 19:04,NaN,NaN,negative,United
5.68e+17,1,Late Flight,1,NaN,markymark928,NaN,1,@united are you trying to break a world record for most delayed flights in a year?,NaN,2/18/2015 19:01,"Buffalo, Ny",Quito,negative,United
5.68e+17,1,NaN,NaN,NaN,STLStude,NaN,0,@united I have flights that don't appear to have been applied to my MileagePlus account. Can you help?,NaN,2/18/2015 18:51,"Austin, TX",Central Time (US & Canada),neutral,United
5.68e+17,1,NaN,NaN,NaN,MichHardyTV,NaN,0,"@united @VUSA_Australia I'm just an Aussie cowgirl lookin' for my cowboy. Take me to Fort Worth, Estelle says I'll find him there!","[-33.87144962, 151.20821275]",2/18/2015 18:45,Sydney,Hawaii,neutral,United
5.68e+17,1,NaN,NaN,NaN,MikeFromRBLX,NaN,0,"@united Okay, thank you for your help :)",NaN,2/18/2015 18:43,roblox.com,Eastern Time (US & Canada),positive,United
5.68e+17,1,Late Flight,1,NaN,vassko,NaN,0,@united this is not what captain said! Your 820pm flight to San Francisco is delayed due to weather. UA1416 now departs ....#failagain,"[41.97826134, -87.91247425]",2/18/2015 18:40,"San Francisco, CA",Pacific Time (US & Canada),negative,United
5.68e+17,1,NaN,NaN,NaN,froyomama,NaN,0,@united thanks,NaN,2/18/2015 18:38,NaN,Central Time (US & Canada),positive,United
5.68e+17,1,Late Flight,1,NaN,themkhiggy,NaN,0,@united I bet @SouthwestAir doesn't turn a thirty minute delay on an original flight into a 7+ hour delayed arrive time,NaN,2/18/2015 18:36,"Houston, TX",Central Time (US & Canada),negative,United
5.68e+17,0.6667,NaN,NaN,NaN,travel_today,NaN,0,"@United is the best way to re-unite me with my one true love, shopping in USA's fashion capital #NewYork #unitedVUSA http://t.co/rBn7StUij1",NaN,2/18/2015 18:36,"Sydney, Australia",Sydney,positive,United
5.68e+17,0.657,NaN,0,NaN,doug_kurtz,NaN,0,@United should find a way to distinguish boarding of premier members and credit card holders. Group 2 is too big!,NaN,2/18/2015 18:36,"Dallas, TX",Mountain Time (US & Canada),neutral,United
5.68e+17,0.6436,Flight Booking Problems,0.3445,NaN,theLOdown94,NaN,0,@united final destination was booked through United but with quantas. United has not yet contacted Auckland. I am unaware of case ID number,NaN,2/18/2015 18:32,NaN,Atlantic Time (Canada),negative,United
5.68e+17,0.6529,NaN,0,NaN,140JustinC,NaN,0,@united was in the air. Just DMd you,NaN,2/18/2015 18:29,Fredericton NB,Atlantic Time (Canada),neutral,United
5.68e+17,1,Can't Tell,0.6702,NaN,jbeddigs,NaN,1,@united. Worst flying experiences ever the past three days. Your airline needs to get it together. Lost a customer with me,NaN,2/18/2015 18:25,"Chicago, IL",NaN,negative,United
5.68e+17,0.6838,Lost Luggage,0.3419,NaN,vina_love,NaN,0,@united yes I have,NaN,2/18/2015 18:24,ny,Quito,negative,United
5.68e+17,1,Customer Service Issue,1,NaN,ravlitcofsky,NaN,0,@united #CustomerService #fail long time flyer switching airlines #frustrated,NaN,2/18/2015 18:24,NaN,Atlantic Time (Canada),negative,United
5.68e+17,1,NaN,NaN,NaN,elisanader,NaN,0,"@united okay - thanks for your help, JT! I appreciate your time!",NaN,2/18/2015 18:21,D.C.ish ,Eastern Time (US & Canada),positive,United
5.68e+17,0.664,Can't Tell,0.664,NaN,SergioESalas,NaN,0,@united screwed over my professor. Maybe we should tell everyone about @Skiplagged ? #aviation #airport #airline #innovation #startups #tech,NaN,2/18/2015 18:18,NaN,Central Time (US & Canada),negative,United
5.68e+17,0.6633,Cancelled Flight,0.3367,NaN,ousoonerfanatic,NaN,0,@united @staralliance Now do the right thing and reinstate the tickets you voided #UnitedFail,NaN,2/18/2015 18:16,"Semiahmoo, WA Soonerland",Pacific Time (US & Canada),negative,United
5.68e+17,1,Customer Service Issue,1,NaN,TheMouthLAKings,NaN,0,@united negative. Done wasting time with amateurs at customer service. Thanks for at least offering.,NaN,2/18/2015 18:12,"Q's, Staples Center",Pacific Time (US & Canada),negative,United
5.68e+17,1,NaN,NaN,NaN,gasbabe,NaN,0,"@united @staralliance was there few weeks ago AWESOME,bright vibrant, and NO habitrails",NaN,2/18/2015 18:12,Chicagoland,NaN,positive,United
5.68e+17,1,NaN,NaN,NaN,pnjarich,NaN,0,"@united no worries - after everyone boarded, the cushions were brought in. Took a while, but they made it here.",NaN,2/18/2015 18:12,"ÜT: 38.006902,-78.502005",Quito,positive,United
5.68e+17,0.6383,NaN,NaN,NaN,ghidinelli,NaN,0,@united sprinted from C concourse to E and just made it. Coughed up a lung in the process but am now in CLT! Tnx!,"[35.21498347, -80.96071981]",2/18/2015 18:09,"San Francisco, California",Pacific Time (US & Canada),neutral,United
5.68e+17,1,NaN,NaN,NaN,Sophia_Goulet,NaN,0,@united hey! think someone could meet me with my book when I arrive at @loganairports at 10:30? It's yes please #amypoehler. Oscar took it.,NaN,2/18/2015 18:08,Dodging Traffic,Quito,neutral,United
5.68e+17,0.6405,NaN,0,NaN,mwbotelho,NaN,0,"@united Hopefully They will give me a feedback, bafore my flight...",NaN,2/18/2015 18:02,Curitiba,Brasilia,neutral,United
5.68e+17,1,NaN,NaN,NaN,agolod13,NaN,0,"@united Very good flight, thank you!",NaN,2/18/2015 18:01,"Chicago, IL",NaN,positive,United
5.68e+17,1,Customer Service Issue,1,NaN,froyomama,NaN,0,@united can you DM me? Been on hold with customer service very long time (53 min +) and getting the run-around. Thanks.,NaN,2/18/2015 18:00,NaN,Central Time (US & Canada),negative,United
5.68e+17,0.6304,Customer Service Issue,0.6304,NaN,sjking2000,NaN,0,@united I'm asking if you can simplify the communications- thx,NaN,2/18/2015 17:59,"California, US",Pacific Time (US & Canada),negative,United
5.68e+17,1,NaN,NaN,NaN,john_escreet,NaN,0,"@united yes #LHRT2 lounge is fantastic, if only the US ones could be remotely similar!",NaN,2/18/2015 17:58,New York,Eastern Time (US & Canada),positive,United
5.68e+17,1,Lost Luggage,1,NaN,skyjumper77,NaN,0,@United OMG WHERE IS MY BAG??? YYZUA70435 - enough with the shenanigans already. It's getting real old real quick!!,NaN,2/18/2015 17:53,NaN,NaN,negative,United
5.68e+17,1,NaN,NaN,NaN,lorenzosimpson,NaN,0,@united i now see it's 72 hours. Thanks,NaN,2/18/2015 17:50,NaN,Eastern Time (US & Canada),neutral,United
5.68e+17,0.672,NaN,0,NaN,HelacoHLC,NaN,0,@united We invite to Fallow @HelacoHLC learn about our activities.Prevention Programs of Health by Condom-Rito Family.We R 501(C)(3)Thanks,NaN,2/18/2015 17:48,EIN: 27-0575748 -New York -USA,NaN,neutral,United
5.68e+17,0.699,NaN,NaN,NaN,georgetietjen,NaN,0,"@united @staralliance Very nice at LHR, congrats, but I'm sticking with AA/#BA. @AmericanAir @British_Airways",NaN,2/18/2015 17:47,NaN,NaN,neutral,United
5.68e+17,0.6634,Flight Booking Problems,0.3366,NaN,lorenzosimpson,NaN,0,@united how long will it take for miles that i re-purchased (they had expired) to show up? I recieved an email that the request had been..,NaN,2/18/2015 17:44,NaN,Eastern Time (US & Canada),negative,United
5.68e+17,0.6538,Late Flight,0.3336,NaN,patrick_maness,NaN,0,@united Please stall flight 1535 out of ORD. I have to get to SNA tonight.,NaN,2/18/2015 17:40,Rhode Island,Eastern Time (US & Canada),negative,United
5.68e+17,1,NaN,NaN,NaN,TheVeganRD,NaN,0,"@united Thanks, I will!",NaN,2/18/2015 17:30,"Port Townsend, WA",Pacific Time (US & Canada),positive,United
5.68e+17,0.7118,longlines,0.3667,NaN,KevinLarke,NaN,0,@united can you get a gate for UA4727?  Turrible.,NaN,2/18/2015 17:21,"Chicago, IL",NaN,negative,United
5.68e+17,1,Lost Luggage,0.6485,NaN,theLOdown94,NaN,0,@united is the worst airline. Lost my luggage delayed my flights and has been very unaccomidating,NaN,2/18/2015 17:17,NaN,Atlantic Time (Canada),negative,United
5.68e+17,0.6416,NaN,0,NaN,GaryMartinNYC,NaN,0,@united Flight 280,"[40.74389886, -74.12493599]",2/18/2015 17:15,New York City,Eastern Time (US & Canada),neutral,United
5.68e+17,0.6452,NaN,NaN,NaN,DontenPhoto,NaN,0,@united Flight 1640 (N33289) arrives at @FlyTPA following flight from @iah http://t.co/RvCDA2nnme,NaN,2/18/2015 17:15,"Englewood, Florida",Eastern Time (US & Canada),neutral,United
5.68e+17,1,NaN,NaN,NaN,bryce_carey,NaN,0,@united is officially my favorite airline. They have created magic for me all day!!! #friendlyskies #careyon,"[29.98425706, -95.34407392]",2/18/2015 17:07,NC,Eastern Time (US & Canada),positive,United
5.68e+17,1,NaN,NaN,NaN,RobandMeg,NaN,0,"@united we had a wonderful flight attendant named Leah that was with us from lga to den, then den to anchorage!",NaN,2/18/2015 17:07,"Staten Island, NY",Eastern Time (US & Canada),positive,United
5.68e+17,1,NaN,NaN,NaN,confox77,NaN,0,@united I was protected on that flight by gate agent Kerry at LAS. She also did an excellent job getting me to my destination today. Thanks!,NaN,2/18/2015 17:06,NaN,Amsterdam,positive,United
5.68e+17,0.6827,NaN,0,NaN,misslindahong,NaN,0,"@united yes, you can. I will DM.",NaN,2/18/2015 17:06,"St. Louis, MO for now",NaN,neutral,United
5.68e+17,0.6364,NaN,0,NaN,DexterBerkeley,NaN,0,"@united Your staff, both on deck and in the cabin on UA768 SFO -&gt; BOS were exceptional today. Please tell them well done :)",NaN,2/18/2015 17:05,"Boston, MA",London,positive,United
5.68e+17,1,Customer Service Issue,1,NaN,jamieduchess,NaN,1,@united I mean is there a real live person somewhere I can go and speak to at Newark post security?,NaN,2/18/2015 17:01,London,Amsterdam,negative,United
5.68e+17,1,NaN,NaN,NaN,JRamosGonzalez,NaN,0,@united hi! I just bought a flight with united through ebokeers from Paris to Miami. Do I have any chance to check that everything is ok?,NaN,2/18/2015 16:56,Barcelona,NaN,neutral,United
5.68e+17,0.6497,NaN,NaN,NaN,OldChickSprints,NaN,0,"@united no worries, I think it’s under control. (the emails are keeping me informed)",NaN,2/18/2015 16:50,"Bend, OR",Arizona,neutral,United
5.68e+17,0.6737,Can't Tell,0.6737,NaN,questions_faith,NaN,0,@united i have talked to them...on standby for tomorrow but it doesn't look good. May have to stay here till Friday &amp; that's not guaranteed,NaN,2/18/2015 16:48,"Elkhart, Indiana",Atlantic Time (Canada),negative,United
5.68e+17,1,NaN,NaN,NaN,MichaelRConroy,NaN,0,@united ^JT is the ORD to PHL flight at 9:15 PM (CDT) delayed? DM I'm kinda hoping not to be stranded at ORD either.,NaN,2/18/2015 16:48,Wherever. ,Eastern Time (US & Canada),neutral,United
5.68e+17,1,NaN,NaN,NaN,stylistadvocate,NaN,0,@united what happened to flight status map? It was so cool..,NaN,2/18/2015 16:38,"Ratner Companies, Hair Cuttery",Eastern Time (US & Canada),neutral,United
5.68e+17,0.663,Bad Flight,0.663,NaN,Lindsey_Brunell,NaN,0,@united plz don't advertise wifi if it's not gonna work thanks #worstflightever,NaN,2/18/2015 16:32,NaN,Hawaii,negative,United
5.68e+17,1,NaN,NaN,NaN,Miki_Palich,NaN,0,@united Hi guys. I submitted a request for ticket/hotel reimbursement for a delayed/over night stay coming back from the Dominican. Help?,NaN,2/18/2015 16:32,"Los Angeles, California",NaN,neutral,United
5.68e+17,1,Customer Service Issue,0.3461,NaN,frannie_ryan,NaN,0,"@united Apologize to the President. Once those employees blamed him, I heard it repeated 20 times.",NaN,2/18/2015 16:32,Memphis TN,Central Time (US & Canada),negative,United
5.68e+17,0.6923,NaN,0,NaN,jamieduchess,NaN,0,"@united yes, I want to complain. Your coworker was neither. Is there a customer service point airside?",NaN,2/18/2015 16:31,London,Amsterdam,neutral,United
5.68e+17,1,Can't Tell,0.6647,NaN,havecl,NaN,1,@united A change fee of $200. Same exact flight from ATL-HOU is $165. Why a charge of $574? The math doesn't add up.,"[40.03395098, -105.24950187]",2/18/2015 16:27,NaN,NaN,negative,United
5.68e+17,1,Lost Luggage,1,NaN,vina_love,NaN,0,@united hello. I'm overseas &amp; my bag is lost. I can't call customer service but can you help me?,NaN,2/18/2015 16:25,ny,Quito,negative,United
5.68e+17,0.6753,NaN,NaN,NaN,RobandMeg,NaN,0,"@united landing in anchorage, then on our way to fairbanks! http://t.co/FjkvQMbmaS",NaN,2/18/2015 16:23,"Staten Island, NY",Eastern Time (US & Canada),positive,United
5.68e+17,1,Can't Tell,1,NaN,ItsAaronChriz,NaN,0,@united I knew I should've flew @VirginAmerica lol,NaN,2/18/2015 16:23,I'm just a kid from Oak Harbor,Pacific Time (US & Canada),negative,United
5.68e+17,1,Bad Flight,0.6987,NaN,JustOGG,NaN,0,"@united, UA1641 EWR-MCO 17 Feb wifi never connected but allowed me to purchase access twice &amp; charged me. Who do I need to file claim with?",NaN,2/18/2015 16:23,Tweets = My Opinion,Eastern Time (US & Canada),negative,United
5.68e+17,0.653,NaN,NaN,NaN,parryaftab,NaN,0,@united thnx,NaN,2/18/2015 16:22,NaN,Central Time (US & Canada),positive,United
5.68e+17,1,NaN,NaN,NaN,Joshua_Redman,NaN,0,"@united 
I will admit, you've been rather good to me over the years.
You've still got me hooked.
(for now!)
Peace.",NaN,2/18/2015 16:22,NaN,Quito,positive,United
5.68e+17,0.6525,NaN,NaN,NaN,mfcompany,NaN,0,@united it's kinda funny. No worries.,NaN,2/18/2015 16:21,Las Vegas,Eastern Time (US & Canada),positive,United
5.68e+17,1,Flight Attendant Complaints,0.3441,NaN,thisismattuk,NaN,0,@united My feedback and concerns via your site aren’t going to improve my poor airport experiences.,"[0.0, 0.0]",2/18/2015 16:20,Cardiff and London,London,negative,United
5.68e+17,1,Customer Service Issue,0.6531,NaN,jamieduchess,NaN,0,@united just dropped bags at Newark. Your desk guy was the rudest customer facing person I have met. Even my two children were shocked!,NaN,2/18/2015 16:15,London,Amsterdam,negative,United
5.68e+17,0.6667,NaN,0,NaN,taylreduarte,NaN,0,@united great. Looking forward to your response to my DM then,NaN,2/18/2015 16:12,"New York, NY",Eastern Time (US & Canada),positive,United
5.68e+17,0.3546,Late Flight,0.3546,NaN,OneKLutzyNinja,NaN,0,"@united It was quite enjoyable. 😊 

Except now he's stuck on the runway in Houston. 😕",NaN,2/18/2015 16:08,Sun Devil Territory,Arizona,negative,United
5.68e+17,0.6737,NaN,0,NaN,promostuff4u,NaN,0,@united thank you for getting our daughter home when @americanair Cancelled Flightled all their flights to Nashville,NaN,2/18/2015 16:03,"Franklin, Tennessee",Central Time (US & Canada),positive,United
5.68e+17,1,NaN,NaN,NaN,jasemccarty,NaN,0,"@united thanks for the re-upgrade to 1st class. It may be a 45 min flight, but it is appreciated.",NaN,2/18/2015 16:00,BTR/DCA/IAD/MSY - etc,Central Time (US & Canada),positive,United
5.68e+17,0.6556,Bad Flight,0.3333,NaN,JaimeAlexis,NaN,0,"@united makes total sense, except flight wasn't full :) I've got empty seats around me &amp; overheads were more than half open when I boarded.",NaN,2/18/2015 15:50,"San Francisco, CA",Eastern Time (US & Canada),negative,United
5.68e+17,0.6655,NaN,0,NaN,ItsAaronChriz,NaN,0,"“@united: @ItsAaronChriz Sorry to hear about your flight. Do you need help reFlight Booking Problems?”

👎",NaN,2/18/2015 15:47,I'm just a kid from Oak Harbor,Pacific Time (US & Canada),neutral,United
5.68e+17,0.6855,Can't Tell,0.346,NaN,questions_faith,NaN,0,@united now we are trying to get to San Juan from Chicago O'Hare. Having lots of problems. May get a standby flight.,NaN,2/18/2015 15:46,"Elkhart, Indiana",Atlantic Time (Canada),negative,United
5.68e+17,1,NaN,NaN,NaN,MikeFromRBLX,NaN,0,"@united Alright, thank you. Is there a page that says the routes you have for each aircraft? Specifically the 787.",NaN,2/18/2015 15:45,roblox.com,Eastern Time (US & Canada),neutral,United
5.68e+17,1,Cancelled Flight,0.6701,NaN,questions_faith,NaN,0,"@united well sorta....we r trying to get to Aquadilla, PR but only 1 flight goes there a day. All are booked. UA Cancelled Flighted our flight to NJ",NaN,2/18/2015 15:42,"Elkhart, Indiana",Atlantic Time (Canada),negative,United
5.68e+17,1,Customer Service Issue,1,NaN,havecl,NaN,0,@united why does it cost $547 to change the city of origin when the same flight on http://t.co/8FMZZOltv9 costs $165 #customerservicefail,NaN,2/18/2015 15:37,NaN,NaN,negative,United
5.68e+17,0.6484,NaN,NaN,NaN,bethanycknowles,NaN,0,@united I just sent a long note with some suggestions. Thanks for getting back to me.,NaN,2/18/2015 15:35,NaN,Eastern Time (US & Canada),neutral,United
5.68e+17,1,NaN,NaN,NaN,ghidinelli,NaN,0,@united there are at least 3 of us on UA1564 at ORD waiting to deplane to catch UA4232 to CLT. Any chance of waiting to last second for us?,"[41.98084325, -87.90939435]",2/18/2015 15:34,"San Francisco, California",Pacific Time (US & Canada),neutral,United
5.68e+17,1,NaN,NaN,NaN,parryaftab,NaN,0,@united @parryaftab done thnx,NaN,2/18/2015 15:33,NaN,Central Time (US & Canada),positive,United
5.68e+17,1,Customer Service Issue,0.6966,NaN,herestorian,NaN,0,"@united, I'm still frustrated I gave up my seat &amp; the promised Travel Certificate was withheld w/o explanation. http://t.co/KvfwajVViD",NaN,2/18/2015 15:32,NaN,NaN,negative,United
5.68e+17,0.6534,Late Flight,0.6534,NaN,jasemccarty,NaN,0,"@united gotta love giving up 1st class upgrade b/c flight delayed, to get another flight (also delayed) just to ensure I make my connection.",NaN,2/18/2015 15:30,BTR/DCA/IAD/MSY - etc,Central Time (US & Canada),negative,United
5.68e+17,1,NaN,NaN,NaN,vasm21,NaN,0,@united PTY to PIT via IAH,NaN,2/18/2015 15:28,Panamá,NaN,neutral,United
5.68e+17,1,Lost Luggage,1,NaN,mtezna,NaN,0,"@united Not sure what happened @ MSP yesterday, but VERY UNHAPPY my bag was not only delayed, but sat at MSP for 8 hrs b4 delivery @ 2:30 am",NaN,2/18/2015 15:26,Virginia,Eastern Time (US & Canada),negative,United
5.68e+17,1,NaN,NaN,NaN,ianvalentine,NaN,0,@united Is it possible to redeem miles for one part of a round trip itinerary without having to book two separate reservations?,NaN,2/18/2015 15:25,"Brooklyn, NY",Eastern Time (US & Canada),neutral,United
5.68e+17,0.6632,Can't Tell,0.6632,NaN,thekulway,NaN,0,@united I'm flying @AmericanAir on the way back. I rarely fly them but let's see if they are any better....,NaN,2/18/2015 15:24,San Francisco,Pacific Time (US & Canada),negative,United
5.68e+17,0.6413,NaN,NaN,NaN,jesisforlovers,NaN,0,@united sent,NaN,2/18/2015 15:24,"Oahu, Hi",Central Time (US & Canada),neutral,United
5.68e+17,1,Late Flight,0.6733,NaN,kristen_19,NaN,0,@united it's almost like we're punished for living near a large metro area. EWR was top ranked for domestic delays. Not good,NaN,2/18/2015 15:20,NaN,Quito,negative,United
5.68e+17,0.3626,NaN,0,NaN,jjirsa,NaN,0,"@united Honestly, I stopped trying to report things via website. Now I just laugh. Flights work. Miles accrue. I'm sure it's just cosmetic.",NaN,2/18/2015 15:19,Seattle,Pacific Time (US & Canada),positive,United
5.68e+17,1,Late Flight,1,NaN,kristen_19,NaN,0,"@united thanks. Weather is understandable, but when every single domestic flight is delayed because of inbound int'l flights, it's crazy",NaN,2/18/2015 15:17,NaN,Quito,negative,United
5.68e+17,0.6889,NaN,0,NaN,santiagopinzong,NaN,0,"@united #1007 Houston-Bogota boarding again, safety first, it seems the mechanics fixed the problem faster, good energy to fly home/family",NaN,2/18/2015 15:14,Colombia,Central Time (US & Canada),positive,United
5.68e+17,1,Lost Luggage,0.6606,NaN,Dayrean,NaN,0,@united no tag number. Luggage was taken off the weigh scale and appears to have been sent off on conveyor belt without any tag...,NaN,2/18/2015 15:13,NaN,NaN,negative,United
5.68e+17,0.7076,NaN,0,NaN,officialpcoops,NaN,0,@united have reported it.  Still in Istanbul at the moment apparently.  On the other plane haha.  Hats off to the pilot!,NaN,2/18/2015 15:11,NaN,NaN,positive,United
5.68e+17,0.6465,NaN,0,NaN,scofro14,NaN,0,"@united, Understandable. I did try Flight Booking Problems several times for 2 passengers &amp; got the messages I mentioned before. As for the agents price???",NaN,2/18/2015 15:11,NaN,Mountain Time (US & Canada),neutral,United
5.68e+17,1,NaN,NaN,NaN,od2be2003,NaN,0,"@united hey awesome!  Thanks for the reply, will be filling the form out! @AmericanAir",NaN,2/18/2015 15:09,"Dallas, TX",Eastern Time (US & Canada),positive,United
5.68e+17,0.6309,Flight Booking Problems,0.3251,NaN,parryaftab,NaN,0,@united flying tomorrow from mexico to US. Mileage tkts dont show 1k status. Help,NaN,2/18/2015 15:08,NaN,Central Time (US & Canada),negative,United
5.68e+17,1,Lost Luggage,0.6783,NaN,Dayrean,NaN,0,@united correct date is 2/11/15!,NaN,2/18/2015 15:08,NaN,NaN,negative,United
5.68e+17,1,Customer Service Issue,0.69,NaN,DCconnick,NaN,0,@united 3 phone reps. None could see I was rebooked so missed that flight.Told to go standby for a nonexistent Late Flightr flight. Did I hurt you?,NaN,2/18/2015 15:06,NaN,NaN,negative,United
5.68e+17,0.7171,Lost Luggage,0.7171,NaN,Dayrean,NaN,0,@united a report was filed with the airport police on 11th and 12th February-I have the police case number if required,NaN,2/18/2015 15:06,NaN,NaN,negative,United
